Row.names	betahat	sebetahat	WaldP	WaldPadj	PosteriorMean	lfsr	lfdr	qvalue	baseMean	log2FoldChange	lfcSE	pvalue	padj	groupID	labels
ENSG00000116649.10:O001	2.2141181776865	0.6660595125081	0.000886710772345811	0.0036525132850514	1.7613266806732	0.0261075091673002	0.0253519891012906	0.00245499013844194	101.156888354676	-1.94847496693132	0.875333770152331	0.00370306607016018	0.0240481237409154	ENSG00000116649.10	dORF
ENSG00000117118.12:O004	-1.78577597862267	0.672692388740015	0.00793861411944485	0.0260793315080936	-1.35535330952451	0.127568934941139	0.123087082187468	0.0142251992244639	31.6036504206567	2.55203450303069	1.34428739957373	0.00251313200060421	0.0171654024334114	ENSG00000117118.12	uORF
ENSG00000117335.21:O001	-1.26996900699212	0.23828094348319	9.83681709421091e-08	8.45434550259208e-07	-1.26991791139003	7.13285002074127e-06	7.08366416706364e-06	3.11970271633103e-07	258.942917333332	2.32132766024344	0.394425316002271	3.52475571481645e-10	8.23397412657775e-09	ENSG00000117335.21	uORF
ENSG00000117335.21:O024	1.07017017560829	1.00590301955714	0.287378528181683	0.480737465361127	0.33639884826011	0.674553996939736	0.612100026109295	0.267369441129361	9.92892903297986	-0.137099790804215	0.651582636765221	0.567664751684006	0.865947159295	ENSG00000117335.21	dORF
ENSG00000118600.13:O001	-1.12516308423595	0.67380328429086	0.0949453237704816	0.203728832382005	-0.541084635458507	0.514947822968847	0.489555575284162	0.122068038276453	49.3135855346571	0.921563766237609	0.993290891773925	0.0502011758855864	0.210824353811831	ENSG00000118600.13	uORF
ENSG00000119685.20:O002	2.06157907617326	0.263854954618764	5.55111512312578e-15	1.07637476167927e-13	1.96217417822597	6.98540462480941e-13	6.94847550597035e-13	2.55973305480992e-14	393.89798160905	-2.18957510118609	0.330097324911429	3.3446516269975e-12	1.01702184657961e-10	ENSG00000119685.20	mORF
ENSG00000119729.12:O011	-1.24681099981837	0.293973443470385	2.22291412619313e-05	0.000129391176224431	-1.2449725434382	0.00106059719182738	0.00104948854009743	9.82612573273143e-05	148.452638422094	-0.452067136818275	0.313284431168243	0.10481178097105	0.363764325784446	NA	NA
ENSG00000120437.9:O009	-0.991298844749742	0.436031525008248	0.0229986653373899	0.0637071043317944	-0.690412651755212	0.309367081145143	0.301313728524289	0.0544155158529683	52.8954459318915	1.18130949583647	0.873547843136019	0.0220479838720682	0.109953804043578	NA	NA
ENSG00000120742.11:O027	0.0661270442687696	1.18885166509532	0.955642444334788	0.999997263596305	0.0156408671960877	0.837948816173165	0.688284447956781	0.321107281881652	18.674229681259	-0.0882568048834803	0.642154989721078	0.700055709202408	0.91627017311379	ENSG00000120742.11	dORF
ENSG00000120875.9:O031	21.2136836273867	18992.5467568049	0.999108804767398	0.999997263596305	5.64133592731038e-08	0.782626569397497	0.565253170495815	0.207017399688126	6.31771483146638	-0.176832817546531	0.696475348973388	0.329852439766731	0.706294099175952	ENSG00000120875.9	dORF
