,estimates,se,posterior,t.statistic,pval,empirical.pval,empirical.fdr
ENSG00000110075.15:O008,-1.3317193970213,0.123117180430739,11.7948718842823,-10.8166820614485,1.78594452718907e-07,0.000417327166982958,0.0366184131813478
ENSG00000110172.12:O021,-2.33624259603897,0.248111112447355,11.7948718842823,-9.4161143086031,7.8267082796792e-07,0.00079790962032925,0.0497650947870857
ENSG00000110422.12:O007,-2.23925348174325,0.118115035743772,11.7948718842823,-18.9582424256374,3.38032821007386e-10,2.77706771425686e-05,0.0136998557848015
ENSG00000110768.12:O003,-2.67405686739566,0.270597171748717,11.7948718842823,-9.88205771004457,4.69920958550565e-07,0.000637601424988917,0.0439809846138791
ENSG00000110917.9:O002,-1.55025261837256,0.133278787570541,11.7948718842823,-11.6316530682127,8.11701825001074e-08,0.000295811666197063,0.0303582143867133
ENSG00000111371.16:O055,-1.72000729555185,0.0610904760667737,11.7948718842823,-28.1550808946361,3.5052295302741e-12,3.96792618179932e-06,0.00945968941231158
ENSG00000111731.13:O012,-2.5759957672611,0.209237141584612,11.7948718842823,-12.311369519543,4.35546207932361e-08,0.000225611462253528,0.0265687182522247
ENSG00000111962.8:O002,-3.11081391235484,0.299498404508186,11.7948718842823,-10.3867461913969,2.7624864033792e-07,0.000505087960501037,0.0410026054102883
ENSG00000112078.14:O007,-1.64941547477306,0.119270668742219,11.7948718842823,-13.8291793964697,1.20056354342103e-08,0.000129028120970763,0.0220203687109863
ENSG00000112175.8:O021,-2.35049092394755,0.234349513791653,11.7948718842823,-10.0298519331994,4.01319688142822e-07,0.00059493260689214,0.0428861214573135
ENSG00000112308.14:O010,-2.75676404835437,0.127104878581847,11.7948718842823,-21.6888925044621,7.20371380100184e-11,1.43448389784135e-05,0.0120311731747647
ENSG00000112851.16:O005,-2.38861768774028,0.141161375605678,11.7948718842823,-16.921184548475,1.23607170595266e-09,4.84245298668491e-05,0.0157382794429819
ENSG00000112941.14:O002,-2.68868698446297,0.16819099281813,11.7948718842823,-15.9859154132607,2.35505238791103e-09,6.38923197822642e-05,0.0163381789157504
ENSG00000113300.13:O003,-2.82600907926452,0.169842766476621,11.7948718842823,-16.638972255869,1.49617448662015e-09,5.25661566522323e-05,0.0157382794429819
ENSG00000113360.17:O011,-3.24816972248748,0.178211648766056,11.7948718842823,-18.2264725396905,5.30177089796605e-10,3.36756231581714e-05,0.0136998557848015
ENSG00000113384.14:O014,-2.06341610615957,0.18546995879311,11.7948718842823,-11.1253386779542,1.31731156009843e-07,0.000365369416207854,0.0333554829061089
ENSG00000113389.16:O007,-1.25097604127457,0.0928783445150496,11.7948718842823,-13.4689743643296,1.61103249723068e-08,0.000146544158457136,0.0230229832000494
ENSG00000113456.20:O035,-0.701825460789785,0.0678208668566203,11.7948718842823,-10.3482230959022,2.87466035331496e-07,0.000513971645944455,0.0414418579387646
ENSG00000113569.17:O032,-1.75424006663384,0.17945832287311,11.7948718842823,-9.77519481152296,5.27342146800671e-07,0.000670717604575002,0.0449657120670133
ENSG00000113645.15:O004,-3.24458724079291,0.202104143026433,11.7948718842823,-16.0540362617334,2.24443340567986e-09,6.25829981596689e-05,0.016118498806591
ENSG00000113712.19:O034,-2.78210909164649,0.10000264352866,11.7948718842823,-27.8203554773944,4.02844249049258e-12,4.20896876209896e-06,0.00945968941231158
ENSG00000113742.14:O009,-2.48085813567071,0.262374987443996,11.7948718842823,-9.45539115537928,7.49157035201969e-07,0.000782686852390172,0.0491476311169308
ENSG00000114062.22:O041,-1.61601585320047,0.144827675290761,11.7948718842823,-11.1581978372303,1.27584606534938e-07,0.000360303434800898,0.0331590307605968
ENSG00000114346.14:O003,-1.88684478438366,0.113567028773454,11.7948718842823,-16.6143713079575,1.52150605945913e-09,5.29468917120258e-05,0.0157382794429819
ENSG00000114354.15:O002,-1.35890342466281,0.105231729863767,11.7948718842823,-12.9134380516414,2.57124752742639e-08,0.000179462121416539,0.02370754223879
ENSG00000114439.19:O010,-1.25193052396503,0.0670364915351074,11.7948718842823,-18.6753586784802,4.01481387246371e-10,2.98934888680318e-05,0.0136998557848015
ENSG00000114450.11:O045,-1.13756181484945,0.100706071610014,11.7948718842823,-11.2958612788976,1.11680314088112e-07,0.000339965670253366,0.0325554367174905
ENSG00000114867.22:O005,-1.32250204788768,0.132022917069335,11.7948718842823,-10.0172157777209,4.06741185173526e-07,0.000598445788108171,0.0428861214573135
ENSG00000115084.15:O079,-2.51641592478775,0.178230662013918,11.7948718842823,-14.1188721197212,9.52365052550452e-09,0.00011673087686476,0.0210469124163953
ENSG00000115091.12:O002,-1.99585034790376,0.154473774272766,11.7948718842823,-12.9203183990283,2.556127705916e-08,0.00017900357662491,0.02370754223879
ENSG00000115233.12:O002,-2.89484105780249,0.143714766142166,11.7948718842823,-20.1429618925786,1.68690941038833e-10,2.06283869928278e-05,0.0129560746376006
ENSG00000115234.11:O003,-1.83972194108491,0.157033532798305,11.7948718842823,-11.7154719014559,7.50474076631055e-08,0.000285875578884769,0.0299249874972945
ENSG00000115514.12:O009,-1.01717026473845,0.0762644961135513,11.7948718842823,-13.3374022851206,1.79685802149126e-08,0.000153640021620731,0.0230229832000494
ENSG00000115641.19:O031,-1.11827343571232,0.0635583949164926,11.7948718842823,-17.594425365549,7.92967957558498e-10,4.00214790735899e-05,0.0151606906327228
ENSG00000115816.15:O004,-1.17149654496746,0.0847536524071804,11.7948718842823,-13.822372389797,1.20717747262353e-08,0.000129335172696434,0.0220203687109863
ENSG00000115919.15:O003,-1.07963881339283,0.113972280310334,11.7948718842823,-9.47281927195887,7.34783078062674e-07,0.000776042154846342,0.0489125160977096
ENSG00000115935.19:O021,-1.21076957731617,0.107458160963124,11.7948718842823,-11.2673580718701,1.14788842108524e-07,0.000344062330333212,0.0325554367174905
ENSG00000115966.18:O034,-2.88026575151852,0.167824953628986,11.7948718842823,-17.1623211521093,1.05241258759123e-09,4.51919115567395e-05,0.0157382794429819
ENSG00000116016.14:O002,-1.40606569178738,0.117742533298511,11.7948718842823,-11.9418671604645,6.08649970476218e-08,0.000260957934024619,0.0288768967230887
ENSG00000116199.12:O005,-1.78606078844808,0.114735306651007,11.7948718842823,-15.5667931744915,3.17964618343043e-09,7.27093058586311e-05,0.0171249549324934
ENSG00000116221.15:O002,-2.02936506841917,0.19714443947677,11.7948718842823,-10.2937981604005,3.04157368206195e-07,0.000526839944380119,0.0418201108842755
ENSG00000116679.17:O049,-1.96359691576854,0.15269389584282,11.7948718842823,-12.8596949139985,2.6927256409139e-08,0.000183092425095708,0.024098194185391
ENSG00000116698.22:O002,-2.90764632271445,0.164946187096355,11.7948718842823,-17.6278480509278,7.76005194687588e-10,3.96518770315948e-05,0.0151606906327228
ENSG00000116791.14:O010,-1.40636071524746,0.133471814177145,11.7948718842823,-10.5367618168502,2.3685391579218e-07,0.000472182802624499,0.0396810899858147
ENSG00000116793.16:O007,-3.44044775014284,0.24932739439273,11.7948718842823,-13.7989159134419,1.23027175834484e-08,0.000130399948791315,0.0220203687109863
ENSG00000117118.12:O003,-1.94758957214732,0.17313000497028,11.7948718842823,-11.2492896449789,1.16807566041831e-07,0.000346689602164212,0.0325554367174905
ENSG00000117335.21:O002,-1.39990371967731,0.121196552199752,11.7948718842823,-11.5506893081417,8.75984220533942e-08,0.000305801321439794,0.0307519306391703
ENSG00000117543.22:O002,-1.23210083939431,0.123558643272492,11.7948718842823,-9.9717899675952,4.26891172529168e-07,0.00061127975776535,0.0428861214573135
ENSG00000117593.12:O003,-1.50668759786227,0.153799384070125,11.7948718842823,-9.79644754087761,5.15347747298092e-07,0.000663972438154452,0.0449657120670133
ENSG00000118007.13:O010,-3.68676405149776,0.30882163776834,11.7948718842823,-11.9381662442427,6.1072084344659e-08,0.000261343981516222,0.0288768967230887
ENSG00000118200.16:O005,-3.27343516898258,0.137129038408288,11.7948718842823,-23.8712034079627,2.38021736356832e-11,8.94996516707965e-06,0.00945968941231158
ENSG00000118454.13:O050,-3.16630630911941,0.244851575010798,11.7948718842823,-12.9315333543588,2.53168771679651e-08,0.000178259137076226,0.02370754223879
ENSG00000118816.12:O011,-2.59166003004993,0.0995646532227442,11.7948718842823,-26.0299207214825,8.72608582940572e-12,5.84245731772389e-06,0.00945968941231158
ENSG00000119185.13:O056,-1.45213059661062,0.144464967897952,11.7948718842823,-10.0517836105178,3.9209365490015e-07,0.000588892797055936,0.0428861214573135
ENSG00000119318.13:O002,-1.45480892125136,0.109228297659339,11.7948718842823,-13.3189745919927,1.82468064148638e-08,0.000154666232335381,0.0230229832000494
ENSG00000119402.18:O059,-2.30995385428029,0.170524670683832,11.7948718842823,-13.5461563714916,1.51176417188962e-08,0.000142563432552235,0.0228868649568161
ENSG00000119487.17:O010,-3.62798295146952,0.1863886606729,11.7948718842823,-19.4646119478072,2.49928318454256e-10,2.44041342314031e-05,0.0133596841358417
ENSG00000119682.18:O004,-1.65650641170557,0.127622999713996,11.7948718842823,-12.9796856006975,2.42958228953914e-08,0.000175104444704075,0.02370754223879
ENSG00000119685.20:O002,-2.08461282147185,0.208480018065055,11.7948718842823,-9.99910130869881,4.14651010063106e-07,0.00060352500396061,0.0428861214573135
ENSG00000119771.15:O004,-2.52141982338876,0.188657193177642,11.7948718842823,-13.3650871240015,1.75591607162946e-08,0.000152113506560436,0.0230229832000494
ENSG00000120162.10:O043,-2.38718802484357,0.245267175304728,11.7948718842823,-9.73301063168215,5.52048266114216e-07,0.000684347535502438,0.0455383676040656
ENSG00000120685.20:O018,-2.57602646455465,0.271404489455781,11.7948718842823,-9.49146592865905,7.19731682916232e-07,0.000769006524262246,0.0486403419939725
ENSG00000120705.13:O024,-2.62531144166903,0.0967276013971829,11.7948718842823,-27.141285462967,5.3692865747593e-12,4.75434620392667e-06,0.00945968941231158
ENSG00000120742.11:O032,-1.32171199252677,0.08843548079396,11.7948718842823,-14.9454945080938,5.03121607739322e-09,8.86147916970749e-05,0.0180247445523638
ENSG00000120889.13:O018,-2.33287134100489,0.127582650611983,11.7948718842823,-18.2851769407099,5.11059322478434e-10,3.31497057695634e-05,0.0136998557848015
ENSG00000121039.10:O002,-1.69266196980449,0.0719027497312638,11.7948718842823,-23.540990798416,2.79646736264067e-11,9.58532039501285e-06,0.00945968941231158
ENSG00000121644.19:O002,-3.17353697137942,0.189679291248739,11.7948718842823,-16.7310672160714,1.4053178190717e-09,5.11696276989015e-05,0.0157382794429819
ENSG00000121892.15:O026,-2.42020325382143,0.145288579000831,11.7948718842823,-16.6579043615506,1.47699071657614e-09,5.22753835264309e-05,0.0157382794429819
ENSG00000122203.15:O015,-2.94411849986152,0.159399530434698,11.7948718842823,-18.4700575455437,4.55566772180827e-10,3.15564917272037e-05,0.0136998557848015
ENSG00000122705.18:O001,1.30442430178541,0.0750184752900935,11.7948718842823,17.3880407025236,9.0701789195644e-10,0.000372686217507465,0.0336074725107488
ENSG00000122705.18:O025,-1.39986151083277,0.0764870345794909,11.7948718842823,-18.3019451404921,5.0573650279147e-10,3.30012936514838e-05,0.0136998557848015
ENSG00000123091.5:O003,-2.79822502350624,0.216641651652325,11.7948718842823,-12.916375970014,2.56477956565667e-08,0.000179266151157116,0.02370754223879
ENSG00000123124.14:O003,-2.9463809757879,0.179429190959254,11.7948718842823,-16.420856383714,1.73771913779987e-09,5.60597078888584e-05,0.0158026578143396
ENSG00000123124.14:O021,2.6806929500492,0.123139680185114,11.7948718842823,21.7695299031097,6.90202881697577e-11,0.000140538039105743,0.0227658904976723
ENSG00000123268.9:O003,-1.51715319995765,0.138381799716124,11.7948718842823,-10.9635313536169,1.54380895997586e-07,0.00039158398793905,0.0348724048960646
ENSG00000123505.20:O002,-2.86828082192201,0.101030920548653,11.7948718842823,-28.3901285502072,3.18203240554499e-12,3.80854312926968e-06,0.00945968941231158
ENSG00000123562.18:O008,-1.66747438965914,0.104908049585737,11.7948718842823,-15.8946276881869,2.51263075358302e-09,6.56986507772429e-05,0.0164476342505265
ENSG00000123684.13:O059,-2.40471557986297,0.155862152243945,11.7948718842823,-15.4284766714839,3.51650380690964e-09,7.593337299766e-05,0.0176111212491695
ENSG00000124198.10:O002,-2.33437557965158,0.176217819752534,11.7948718842823,-13.2471028351717,1.93772257928658e-08,0.000158747533234414,0.0230229832000494
ENSG00000124201.15:O009,-0.835110452467839,0.085870789630337,11.7948718842823,-9.72519824334776,5.56758869128673e-07,0.000686907563925749,0.0456133806993933
ENSG00000124209.4:O003,-3.26478937215811,0.15283628645361,11.7948718842823,-21.3613497678711,8.58439479113038e-11,1.54590493307032e-05,0.0120311731747647
ENSG00000124486.15:O004,-1.15242257799588,0.0891783231486082,11.7948718842823,-12.9226760193221,2.55096884406559e-08,0.000178846772769224,0.02370754223879
ENSG00000124535.16:O003,-0.735252162940437,0.0726907558207388,11.7948718842823,-10.1147959549854,3.66832785664786e-07,0.000571939277147807,0.0428861214573135
ENSG00000125484.12:O002,-1.41122618964874,0.128330799642262,11.7948718842823,-10.9967848215916,1.49404451984879e-07,0.000386018940960137,0.0344625388687603
ENSG00000125686.12:O009,-2.26600286373339,0.233616783198438,11.7948718842823,-9.6996578443964,5.72462895097777e-07,0.000695356225012618,0.0458448487209055
ENSG00000125753.15:O003,-1.49748314543948,0.142877204178707,11.7948718842823,-10.4809101917089,2.50764509055984e-07,0.000484127874227011,0.0402129417571392
ENSG00000125826.22:O002,-1.02388133740021,0.0870504021461577,11.7948718842823,-11.761936902728,7.18693277203382e-08,0.000280538498099634,0.029713840922979
ENSG00000125845.7:O001,2.1190436879413,0.145712224174539,11.7948718842823,14.5426624289465,6.83831461158818e-09,0.00080092436935876,0.0498662476922498
ENSG00000125845.7:O004,-2.10840065288173,0.0566068357465828,11.7948718842823,-37.2463965716192,1.3374920542132e-13,9.97965169746258e-07,0.00945968941231158
ENSG00000126602.11:O002,-0.961412903135255,0.0760032932369674,11.7948718842823,-12.6496216438636,3.23048895810473e-08,0.000198148389754517,0.0252160227669103
ENSG00000128050.9:O003,-1.74676799177808,0.0725965212365772,11.7948718842823,-24.0613181186151,2.17140390117674e-11,8.60710016389092e-06,0.00945968941231158
ENSG00000128283.7:O006,-1.26207093763305,0.0942077770083135,11.7948718842823,-13.3966746452544,1.71042900900102e-08,0.000150393825950658,0.0230229832000494
ENSG00000128513.16:O005,-1.61726662487766,0.159954839717813,11.7948718842823,-10.110770188203,3.68393147950107e-07,0.000573004984948764,0.0428861214573135
ENSG00000128915.12:O038,-3.69152616815541,0.354823585374778,11.7948718842823,-10.4038353714742,2.71424186290619e-07,0.000501205398268021,0.0407798937681708
ENSG00000129250.12:O002,-1.50123058032127,0.150385879341447,11.7948718842823,-9.98252353808276,4.2203495182469e-07,0.0006082180965987,0.0428861214573135
ENSG00000130147.16:O006,-2.04733941154171,0.136617585968943,11.7948718842823,-14.985914126803,4.88068105424997e-09,8.74611314125689e-05,0.0180247445523638
ENSG00000130164.16:O002,-0.913229362355682,0.0946633448020517,11.7948718842823,-9.64712755782415,6.06279620086141e-07,0.000713122347419908,0.0465023315803875
ENSG00000130559.19:O020,-2.73413480282462,0.272537979804719,11.7948718842823,-10.0321239806052,4.00353146301006e-07,0.000594303510133431,0.0428861214573135
ENSG00000130703.17:O006,-2.66190365825398,0.276833158195883,11.7948718842823,-9.61555210944224,6.27635297013587e-07,0.000724059575020386,0.0470441611356258
ENSG00000130707.18:O003,-2.01487323370511,0.129407066495304,11.7948718842823,-15.5700402479815,3.17216977284993e-09,7.26356058063849e-05,0.0171249549324934
ENSG00000130707.18:O004,2.4312825279927,0.146866423730752,11.7948718842823,16.5543795935954,1.58524526024918e-09,0.000460429255706568,0.0394338931920937
ENSG00000130939.20:O003,-2.59986183386105,0.210324587788902,11.7948718842823,-12.3611883003925,4.16609153911602e-08,0.000221294604420361,0.0264081966760312
ENSG00000131368.9:O001,-1.20366842013241,0.0989705196152445,11.7948718842823,-12.1618884574089,4.98160041664244e-08,0.00023917877693523,0.0277106803051173
ENSG00000131381.13:O028,-3.25070770129783,0.256815061812226,11.7948718842823,-12.6577766831863,3.20757763254566e-08,0.000197537039567897,0.0252160227669103
ENSG00000131653.14:O002,-1.48661719498618,0.135692963821018,11.7948718842823,-10.9557426790903,1.55572110233466e-07,0.000392901168710389,0.0349028829772505
ENSG00000131828.14:O017,-1.57057807598209,0.140015740805958,11.7948718842823,-11.2171536353094,1.20493170862697e-07,0.000351421500471772,0.0325929785411643
ENSG00000131873.7:O016,-3.57068466769847,0.165728125066137,11.7948718842823,-21.5454357326104,7.77631717884506e-11,1.4820563384069e-05,0.0120311731747647
ENSG00000132199.20:O001,1.11524998964258,0.0485481604717905,11.7948718842823,22.9720339309378,3.71066551401199e-11,0.000111108711057956,0.0207770494285984
ENSG00000132199.20:O029,-1.8584611728148,0.061966560996333,11.7948718842823,-29.991355707553,1.6796222849329e-12,2.90560907262767e-06,0.00945968941231158
ENSG00000132294.15:O002,-2.80227093819685,0.169830031309476,11.7948718842823,-16.5004441004333,1.64501936461723e-09,5.47536789177785e-05,0.0157382794429819
ENSG00000132613.16:O011,-2.94049613436897,0.145495533268441,11.7948718842823,-20.2102158623916,1.62354114302314e-10,2.02935967777892e-05,0.0129560746376006
ENSG00000132640.15:O006,-0.922545801313786,0.0970761930721344,11.7948718842823,-9.50331664353866,7.10338349131502e-07,0.000764574247754792,0.0484455895037549
ENSG00000132676.16:O001,-1.07932296384751,0.0871700870775321,11.7948718842823,-12.3818043555184,4.09034137472886e-08,0.000219536997041153,0.0264081966760312
ENSG00000132824.14:O032,-1.51212015691047,0.103488063424945,11.7948718842823,-14.6115417263281,6.48523618331356e-09,9.88757138984395e-05,0.0190197611449729
ENSG00000133030.22:O002,-2.393531531821,0.152851273896359,11.7948718842823,-15.6592187347024,2.97408660565381e-09,7.06459485732233e-05,0.0171249549324934
ENSG00000133056.14:O014,-1.15621643596065,0.0983940200689761,11.7948718842823,-11.7508811526363,7.26121281361893e-08,0.000281797573530189,0.0297591537828341
ENSG00000133657.17:O035,-1.82404921250104,0.11759611704809,11.7948718842823,-15.5111347065577,3.31080649699694e-09,7.39866103426566e-05,0.0173118996749484
ENSG00000133703.14:O049,-0.986334892603682,0.0786082910990922,11.7948718842823,-12.5474664162375,3.53294766857358e-08,0.00020600069177862,0.025662511759975
ENSG00000133704.10:O019,-2.4747883751,0.220399902867395,11.7948718842823,-11.2286273401353,1.1916309323592e-07,0.000349723293676331,0.0325554367174905
ENSG00000133812.18:O030,-3.29365735447228,0.230369537759292,11.7948718842823,-14.2972781319454,8.27517207938463e-09,0.000109852511064627,0.0207770494285984
ENSG00000134001.15:O012,-1.23467330325572,0.120442318095044,11.7948718842823,-10.2511585859831,3.17962725490032e-07,0.000537188869994272,0.0421485365551573
ENSG00000134077.16:O005,-1.64230187616944,0.146294135497366,11.7948718842823,-11.2260267343321,1.1946317318879e-07,0.00035010735017413,0.0325554367174905
ENSG00000134138.22:O028,-2.43051388669314,0.223540865264638,11.7948718842823,-10.8727944835311,1.68890909084115e-07,0.000407260156611259,0.0359997866831681
ENSG00000134278.16:O025,-4.28433715277608,0.375728042479445,11.7948718842823,-11.4027612219294,1.00805659287632e-07,0.000325108576058484,0.0318873617065582
ENSG00000134318.16:O036,-2.5216026331512,0.130973138651693,11.7948718842823,-19.2528228239005,2.83315484502845e-10,2.57491118819294e-05,0.0133596841358417
ENSG00000134352.21:O065,-1.43054770911655,0.141562152315935,11.7948718842823,-10.1054391001621,3.70470443438057e-07,0.000574419859330982,0.0428861214573135
ENSG00000134480.17:O001,-1.33112761299432,0.105224190222365,11.7948718842823,-12.6503954098513,3.22830752270599e-08,0.000198090287021173,0.0252160227669103
ENSG00000134758.14:O003,-3.19581127842924,0.19888781022312,11.7948718842823,-16.0684120099872,2.22181474054468e-09,6.2310801633164e-05,0.016118498806591
ENSG00000134851.13:O010,-1.31690037491124,0.138554111097733,11.7948718842823,-9.5045925702077,7.09334884633319e-07,0.000764098841275086,0.0484455895037549
ENSG00000135018.14:O015,-1.96961023643133,0.115283717800557,11.7948718842823,-17.084895196031,1.10794102088324e-09,4.62009079017424e-05,0.0157382794429819
ENSG00000135048.14:O018,-1.65988316815033,0.13571384259185,11.7948718842823,-12.2307580159108,4.68183487268187e-08,0.000232810768521546,0.0270604724450369
ENSG00000135052.16:O018,-1.78099566282509,0.173942821617224,11.7948718842823,-10.2389719004578,3.22031203522158e-07,0.000540190780139235,0.0421485365551573
ENSG00000135457.11:O013,-2.73155507811459,0.167863466134442,11.7948718842823,-16.2724810884513,1.92597842407309e-09,5.85954386650288e-05,0.0159297895147934
ENSG00000135679.27:O003,-2.99835936584967,0.128272832263109,11.7948718842823,-23.3748589857246,3.03515896145272e-11,9.92539898299924e-06,0.00945968941231158
ENSG00000135823.14:O036,-2.00943885798646,0.193608846554717,11.7948718842823,-10.3788586820518,2.78506427024246e-07,0.000506891969454135,0.0410559558969639
ENSG00000135829.17:O002,-2.21225352406464,0.230214372144308,11.7948718842823,-9.60953698702142,6.31794502002637e-07,0.000726165533675408,0.0470955183072094
ENSG00000135999.13:O003,-3.98037242766955,0.287788228482525,11.7948718842823,-13.8309077082743,1.19889049116826e-08,0.000128950298412804,0.0220203687109863
ENSG00000136205.18:O025,-2.47944238752508,0.247742357172704,11.7948718842823,-10.0081488519811,4.1067984442983e-07,0.000600981763533579,0.0428861214573135
ENSG00000136231.14:O031,-3.55425362582761,0.19365924082517,11.7948718842823,-18.3531320823275,4.89855630198756e-10,3.25531445208134e-05,0.0136998557848015
ENSG00000136247.15:O002,-1.95673519318515,0.204256471698136,11.7948718842823,-9.57979532749857,6.52799645455282e-07,0.000736685400602302,0.047605302060582
ENSG00000136295.16:O002,-2.21132444916831,0.155503942589959,11.7948718842823,-14.2203754601852,8.79019275950791e-09,0.000112756457424551,0.0208846659658849
ENSG00000136603.15:O007,-1.2229607121559,0.121537171030803,11.7948718842823,-10.062441817458,3.87692669994026e-07,0.000585983828004334,0.0428861214573135
ENSG00000136699.20:O005,-1.19291879229014,0.0958643927535089,11.7948718842823,-12.4438152480393,3.87131175077834e-08,0.000214349562504121,0.0261901513230292
ENSG00000136938.9:O002,-1.87392187960817,0.165922005048523,11.7948718842823,-11.2939924940044,1.11881317472158e-07,0.00034023248306935,0.0325554367174905
ENSG00000137502.10:O100,-1.3559983054898,0.140243587142576,11.7948718842823,-9.66887922020458,5.92023257040648e-07,0.000705701444192664,0.0462712668536582
ENSG00000137693.14:O002,-1.82894231452018,0.150887685363676,11.7948718842823,-12.121216586443,5.16830597359419e-08,0.000243036818406018,0.0279765855271236
ENSG00000137770.14:O004,-2.84937262923468,0.156176000721956,11.7948718842823,-18.2446253973906,5.24184046134779e-10,3.35119362157511e-05,0.0136998557848015
ENSG00000137834.15:O008,-1.94896598373637,0.188246717606922,11.7948718842823,-10.3532534777366,2.85973824323795e-07,0.000512801159487413,0.0414408160488699
ENSG00000137845.15:O082,-2.15325978394871,0.162118932951034,11.7948718842823,-13.2819760453215,1.88195662147541e-08,0.000156751402306107,0.0230229832000494
ENSG00000138018.19:O002,-2.54401334699887,0.0998955535388167,11.7948718842823,-25.4667325709381,1.12473193917136e-11,6.50743898903971e-06,0.00945968941231158
ENSG00000138031.15:O004,-1.45491317318118,0.129499628353329,11.7948718842823,-11.2348830006798,1.18444583683913e-07,0.000348801506978516,0.0325554367174905
ENSG00000138073.14:O006,-1.97269505895293,0.185326249154208,11.7948718842823,-10.6444449610129,2.12323150733823e-07,0.000450123814354417,0.0388023353021452
ENSG00000138138.14:O037,-2.09122491790787,0.206713610003806,11.7948718842823,-10.116532326388,3.66161975077363e-07,0.000571480346314324,0.0428861214573135
ENSG00000138347.17:O011,-1.38051066024697,0.142001478078366,11.7948718842823,-9.72180486378541,5.58818407774695e-07,0.000688023060828838,0.0456133806993933
ENSG00000138592.14:O004,-1.19758945284583,0.110252518037025,11.7948718842823,-10.8622412818151,1.70671601352042e-07,0.000409131298348122,0.0360761095587753
ENSG00000138593.9:O043,-2.29790007150581,0.193396510171861,11.7948718842823,-11.8818073266358,6.43213754105614e-08,0.000267307607052277,0.0289890534702371
ENSG00000138594.14:O002,-1.45728231435726,0.0701978133598386,11.7948718842823,-20.7596539636802,1.19274874242755e-10,1.77891047519355e-05,0.0126300921073304
ENSG00000138604.10:O003,-0.979270907536883,0.0925448583402877,11.7948718842823,-10.5815809230168,2.26291929296265e-07,0.000462849310070462,0.0395465520298868
ENSG00000138768.15:O002,-2.06649785689195,0.197393988337911,11.7948718842823,-10.4688996574425,2.53869311760796e-07,0.000486743167469939,0.0403365865634811
ENSG00000139116.19:O016,-3.06877832832258,0.245362851727408,11.7948718842823,-12.5071024677033,3.66076039517362e-08,0.000209205075818383,0.0258260059113727
ENSG00000139218.18:O031,-1.83405544489961,0.139387732416143,11.7948718842823,-13.157940179585,2.08857981946656e-08,0.000163990522793648,0.0230229832000494
ENSG00000139324.12:O003,-2.44655013992837,0.162575085706197,11.7948718842823,-15.0487396595917,4.65627705536553e-09,8.57033617187358e-05,0.0180247445523638
ENSG00000139651.11:O002,-1.94290990303327,0.156485626763808,11.7948718842823,-12.4159000619642,3.9683037711408e-08,0.00021666650782675,0.0263458503300139
ENSG00000139726.11:O002,-1.6306058358951,0.158753695974376,11.7948718842823,-10.2712936910665,3.11361393477617e-07,0.000532272219508732,0.0420361593958601
ENSG00000139793.21:O007,-2.35022749387162,0.102032113699378,11.7948718842823,-23.0341939283568,3.5965798005471e-11,1.06691784772454e-05,0.00979375870475345
ENSG00000140157.16:O003,-1.58201231520417,0.135462689515836,11.7948718842823,-11.6785833860121,7.76783709425717e-08,0.000290198772040476,0.0300263469336677
ENSG00000140199.13:O020,-3.20396940793045,0.271279463764969,11.7948718842823,-11.8105858934693,6.86967319619037e-08,0.000275076983308379,0.0294842994085029
ENSG00000140262.18:O003,-3.60910982544369,0.218221169410869,11.7948718842823,-16.5387704372917,1.60229887118078e-09,5.41377417992659e-05,0.0157382794429819
ENSG00000140332.18:O012,-2.29783430581039,0.0927458147182104,11.7948718842823,-24.7756118461184,1.54733585071852e-11,7.4521317326865e-06,0.00945968941231158
ENSG00000140443.15:O002,-2.01594665882192,0.11754687319603,11.7948718842823,-17.1501512886691,1.06093742660986e-09,4.53487465571032e-05,0.0157382794429819
ENSG00000140650.13:O004,-1.3611499565237,0.0884155423490178,11.7948718842823,-15.3949172324318,3.60392475861097e-09,7.6741198739398e-05,0.0176111212491695
ENSG00000140795.13:O048,-1.86060577270278,0.189253537216916,11.7948718842823,-9.83128664364262,4.96315618882906e-07,0.000653087953879137,0.044652919011415
ENSG00000140943.18:O005,-2.44950146525541,0.183581087430491,11.7948718842823,-13.342885694491,1.78866770718324e-08,0.000153336226866013,0.0230229832000494
ENSG00000141198.16:O006,-1.25935581995698,0.126310600047424,11.7948718842823,-9.9703098511459,4.27565527902308e-07,0.000611703377819572,0.0428861214573135
ENSG00000141380.14:O018,-1.7398221458014,0.170985256213754,11.7948718842823,-10.1752758356334,3.44227581481453e-07,0.000556207939205269,0.0427134745129022
ENSG00000141384.13:O003,-2.97618070228131,0.23201088948476,11.7948718842823,-12.8277629937573,2.7678257633126e-08,0.000185290827111976,0.0241621805727168
ENSG00000141424.13:O010,-1.99250986160188,0.180972447360067,11.7948718842823,-11.0100177715867,1.47472424389887e-07,0.000383830512515289,0.0343670996855357
ENSG00000141425.18:O005,-2.43894670501427,0.146657987735647,11.7948718842823,-16.6301661619039,1.50518931000348e-09,5.27020661246907e-05,0.0157382794429819
ENSG00000141429.14:O002,-1.89669890342383,0.165203938421915,11.7948718842823,-11.4809545192551,9.35758698315275e-08,0.000314728155250634,0.0312557511451445
ENSG00000141526.18:O015,1.61598511623911,0.076802030629083,11.7948718842823,21.0409165357039,1.02163298623112e-10,0.000163034242668445,0.0230229832000494
